,Trackname,Name,Album,Artist,Release Date,Length,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time Signature,Valence,Decade
25,2GbePPrWWSRxcmW6QRSPae,Piece of My Heart,Erma Franklin: Piece Of Her Heart - The Epic And Shout Years,Erma Franklin,2009-02-18,157266,56,0.139,0.467,0.783,0.0214,0.08,-5.207,0.0528,160.841,4,0.591,1960
26,48VbR0NaVDvJ4ZguFdS0xa,This Magic Moment,Hits,Ben E. King,2012-12-11,147527,38,0.727,0.327,0.439,0.0,0.138,-7.558,0.0332,139.744,4,0.545,1960
30,4jtxk24eyUY3F9y3ucjxe0,Stay - Rerecorded,Maurice Williams and The Zodiacs,Maurice Williams & The Zodiacs,2009-01-01,99213,58,0.777,0.419,0.681,0.0,0.255,-11.137,0.04,118.904,4,0.788,1960
32,50tTePJn69dlpGxVfWWHWM,Hey Paula,"Lo Mejor de los Años 60, Vol. 3 Pop",Various Artists,2015-03-13,152453,0,0.401,0.45,0.405,3.18e-06,0.0605,-8.062,0.0267,73.222,4,0.322,1960
33,1wXUeV5w6MkRFwMZu060U9,Lady Willpower,Super Hits,Gary Puckett & The Union Gap,1968,165173,43,0.439,0.53,0.517,0.0,0.138,-8.258,0.0293,122.779,4,0.647,1960
34,1HzfcOcxJeGmxgf5a6MK0W,Angel Baby,Presenting Rosie & the Originals,Rosie & The Originals,1960-12-24,227600,46,0.85,0.6,0.253,0.00105,0.115,-11.163,0.0257,98.079,3,0.449,1960
35,0bfvHnWWOeU1U5XeKyVLbW,Can't Take My Eyes off You,Solo,Frankie Valli,1967,203680,68,0.508,0.581,0.78,1.07e-05,0.0799,-7.053,0.0567,123.711,4,0.561,1960
36,1jJVls8580ru1Glnumcyig,When the Girl in Your Arms Is the Girl in Your Heart - 2005 Remaster,The Young Ones,Cliff Richard,1962,143693,41,0.867,0.41,0.141,0.000113,0.103,-13.477,0.0305,82.978,3,0.312,1960
37,0mbS3VwRbO6HVBMPXnzOGA,To Love Somebody,Bee Gees' 1st,Bee Gees,1967-07-14,182000,67,0.729,0.423,0.384,4.11e-06,0.27,-12.503,0.0315,90.43,4,0.521,1960
38,0SxFyA4FqmEQqZVuAlg8lf,The First Time Ever I Saw Your Face,First Take,Roberta Flack,1969,260666,61,0.731,0.311,0.0264,0.00205,0.156,-21.644,0.037,120.653,4,0.139,1960
39,3URfKi5DOvUaJMuTuT8osm,When You're Young And In Love,The Marvelettes,The Marvelettes,1967-01-01,159533,37,0.00242,0.501,0.579,2.23e-05,0.11,-10.217,0.0328,117.505,4,0.579,1960
41,7F1eoVZd2ySSJ70iP3PN1m,I Get The Sweetest Feeling,I Get The Sweetest Feeling,Jackie Wilson,1968,178373,57,0.778,0.684,0.482,0.000351,0.148,-9.234,0.0371,123.532,4,0.749,1960
44,7dblNGnRXEBrVJunazs2U5,All I Have to Do Is Dream,The Very Best of The Everly Brothers,The Everly Brothers,1964-08-01,143333,65,0.839,0.534,0.462,0.0,0.129,-8.172,0.0266,96.195,4,0.534,1960
46,3QnHWkNMY2mpy494Bis0ly,I Just Want To Make Love To You - Single Version,At Last!,Etta James,1960,185626,59,0.772,0.642,0.523,3.26e-06,0.527,-8.579,0.11,101.635,4,0.654,1960
48,5K09WxKdlkroDyEVyOSySy,(You Make Me Feel Like) A Natural Woman,Lady Soul (With Bonus Selections),Aretha Franklin,1968-01-22,165333,67,0.679,0.603,0.271,0.0,0.141,-10.083,0.0284,110.89,3,0.405,1960
49,74i6ZrnR1WzZsuc3qrJg7I,This Magic Moment,Complete United Artists Singles,Jay & The Americans,2009-01-01,177093,50,0.41,0.517,0.59,0.072,0.178,-7.468,0.0336,122.858,4,0.681,1960
50,4JchWgAG3RZmCLHcEGf9DZ,Chapel of Love,Chapel of Love,The Dixie Cups,1964,170874,0,0.733,0.593,0.354,0.0,0.527,-10.269,0.0288,124.63,4,0.793,1960
53,0jrdWPwYjUZvqfJcwE8ddh,Saturday Night at the Movies,The Good Life With the Drifters,The Drifters,1965,153626,55,0.648,0.708,0.545,0.0,0.121,-7.376,0.0502,135.241,4,0.935,1960
60,65jrjEhWfAvysKfnojk1i0,Under the Boardwalk,Under the Boardwalk,The Drifters,1964-06-01,161960,66,0.908,0.747,0.226,0.000168,0.107,-13.635,0.0414,123.792,4,0.778,1960
61,6C0v3MKZdb8TQMlcCIupd7,When Something Is Wrong with My Baby,Definitive Soul: Sam & Dave,Sam & Dave,2007-04-02,194106,40,0.148,0.376,0.477,0.000425,0.0384,-5.661,0.0304,138.923,3,0.347,1960
62,2qhASBzpbFhPRtrnZ5lLnz,Unchained Melody,Just Once In My Life,The Righteous Brothers,1965-04-04,218013,73,0.396,0.339,0.208,0.000519,0.18,-16.725,0.0308,98.54,3,0.288,1960
66,6oEyQSER3TyW92IJm61Fzk,Words,The Ultimate Bee Gees,Bee Gees,2009-11-03,197640,0,0.124,0.316,0.287,4e-06,0.12,-10.589,0.0275,81.026,4,0.224,1960
67,0UERoCKd24PKovd4BwRzBQ,It Takes Two,Take Two,Marvin Gaye,1966-08-25,177666,60,0.214,0.523,0.48,0.0,0.0751,-10.923,0.0492,151.4,4,0.81,1960
71,1iZgzgmsFsi0deffe0rleB,Fly Me To The Moon (In Other Words),It Might As Well Be Swing,Frank Sinatra,1964-08,149640,59,0.461,0.612,0.197,5.09e-06,0.0516,-14.878,0.0438,117.91,4,0.25,1960
